"poll_id","state","end_date","transparency_score","candidate_name","pct"
79749,"Colorado",2022-12-07,9,"Donald Trump",15.83
79749,"Colorado",2022-12-07,9,"Elizabeth Ann Warren",2.97
79749,"Colorado",2022-12-07,9,"Joe Biden",39.51
79749,"Colorado",2022-12-07,9,"Bernie Sanders",14.39
79749,"Colorado",2022-12-07,9,"Kamala Harris",27.31
82279,"Idaho",2021-10-07,9,"Elizabeth Ann Warren",16.47
82279,"Idaho",2021-10-07,9,"Donald Trump",5.31
82279,"Idaho",2021-10-07,9,"Bernie Sanders",38.9
82279,"Idaho",2021-10-07,9,"Joe Biden",13.14
82279,"Idaho",2021-10-07,9,"Kamala Harris",26.18
80534,"Minnesota",2024-08-07,0.5,"Kamala Harris",13.19
80534,"Minnesota",2024-08-07,0.5,"Elizabeth Ann Warren",22.97
80534,"Minnesota",2024-08-07,0.5,"Joe Biden",8.83
80534,"Minnesota",2024-08-07,0.5,"Bernie Sanders",36.99
80534,"Minnesota",2024-08-07,0.5,"Donald Trump",18.02
80022,"Wyoming",2024-04-07,5.5,"Bernie Sanders",39.77
80022,"Wyoming",2024-04-07,5.5,"Donald Trump",17.99
80022,"Wyoming",2024-04-07,5.5,"Joe Biden",42.24
82568,"Missouri",2022-12-07,0.5,"Joe Biden",77.12
82568,"Missouri",2022-12-07,0.5,"Donald Trump",22.88
84685,"South Dakota",2023-02-07,7.5,"Joe Biden",64.03
84685,"South Dakota",2023-02-07,7.5,"Bernie Sanders",35.97
79059,"Arkansas",2024-01-07,6,"Kamala Harris",26.29
79059,"Arkansas",2024-01-07,6,"Bernie Sanders",11.34
79059,"Arkansas",2024-01-07,6,"Joe Biden",37.71
79059,"Arkansas",2024-01-07,6,"Donald Trump",24.67
80597,"Vermont",2021-08-07,4,"Kamala Harris",90.99
80597,"Vermont",2021-08-07,4,"Bernie Sanders",9.01
77290,"Pennsylvania",2021-08-07,2,"Donald Trump",15.91
77290,"Pennsylvania",2021-08-07,2,"Elizabeth Ann Warren",29.71
77290,"Pennsylvania",2021-08-07,2,"Joe Biden",26.72
77290,"Pennsylvania",2021-08-07,2,"Bernie Sanders",24.2
77290,"Pennsylvania",2021-08-07,2,"Kamala Harris",3.46
84287,"Nebraska",2023-11-07,6,"Donald Trump",60.77
84287,"Nebraska",2023-11-07,6,"Kamala Harris",29.87
84287,"Nebraska",2023-11-07,6,"Bernie Sanders",9.36
81545,"Arizona",2022-08-07,9.5,"Bernie Sanders",29.84
81545,"Arizona",2022-08-07,9.5,"Donald Trump",56.04
81545,"Arizona",2022-08-07,9.5,"Joe Biden",14.12
79758,"Maine",2022-04-07,2.5,"Elizabeth Ann Warren",58.92
79758,"Maine",2022-04-07,2.5,"Donald Trump",41.08
76959,"Indiana",2021-04-07,8.5,"Bernie Sanders",38.45
76959,"Indiana",2021-04-07,8.5,"Joe Biden",61.55
81622,"Nebraska",2024-04-07,9.5,"Joe Biden",7.89
81622,"Nebraska",2024-04-07,9.5,"Donald Trump",37.76
81622,"Nebraska",2024-04-07,9.5,"Bernie Sanders",14.05
81622,"Nebraska",2024-04-07,9.5,"Kamala Harris",40.29
85981,"California",2022-11-07,0.5,"Bernie Sanders",34.42
85981,"California",2022-11-07,0.5,"Kamala Harris",28.99
85981,"California",2022-11-07,0.5,"Joe Biden",36.6
75949,"Hawaii",2023-01-07,4.5,"Joe Biden",26.54
75949,"Hawaii",2023-01-07,4.5,"Bernie Sanders",16.39
75949,"Hawaii",2023-01-07,4.5,"Donald Trump",7.63
75949,"Hawaii",2023-01-07,4.5,"Elizabeth Ann Warren",23.86
75949,"Hawaii",2023-01-07,4.5,"Kamala Harris",25.59
78324,"Rhode Island",2022-01-07,9.5,"Kamala Harris",16.51
78324,"Rhode Island",2022-01-07,9.5,"Joe Biden",31.79
78324,"Rhode Island",2022-01-07,9.5,"Bernie Sanders",34.27
78324,"Rhode Island",2022-01-07,9.5,"Elizabeth Ann Warren",12.95
78324,"Rhode Island",2022-01-07,9.5,"Donald Trump",4.49
84046,"Oregon",2023-09-07,10,"Donald Trump",24.62
84046,"Oregon",2023-09-07,10,"Bernie Sanders",13.04
84046,"Oregon",2023-09-07,10,"Elizabeth Ann Warren",1.89
84046,"Oregon",2023-09-07,10,"Kamala Harris",33.14
84046,"Oregon",2023-09-07,10,"Joe Biden",27.3
86801,"Idaho",2023-04-07,6,"Donald Trump",68.04
86801,"Idaho",2023-04-07,6,"Bernie Sanders",31.96
84078,"Michigan",2022-11-07,3,"Donald Trump",36.34
84078,"Michigan",2022-11-07,3,"Joe Biden",1.8
84078,"Michigan",2022-11-07,3,"Elizabeth Ann Warren",27.49
84078,"Michigan",2022-11-07,3,"Kamala Harris",34.37
80928,"Florida",2022-01-07,1,"Donald Trump",36.21
80928,"Florida",2022-01-07,1,"Bernie Sanders",16.89
80928,"Florida",2022-01-07,1,"Kamala Harris",46.9
79476,"Florida",2022-12-07,8.5,"Elizabeth Ann Warren",49.71
79476,"Florida",2022-12-07,8.5,"Donald Trump",29.36
79476,"Florida",2022-12-07,8.5,"Kamala Harris",20.92
76561,"Nebraska",2023-05-07,9.5,"Bernie Sanders",44.87
76561,"Nebraska",2023-05-07,9.5,"Elizabeth Ann Warren",55.13
77009,"New Hampshire",2023-12-07,2.5,"Joe Biden",16.7
77009,"New Hampshire",2023-12-07,2.5,"Bernie Sanders",13.16
77009,"New Hampshire",2023-12-07,2.5,"Donald Trump",28
77009,"New Hampshire",2023-12-07,2.5,"Kamala Harris",24.74
77009,"New Hampshire",2023-12-07,2.5,"Elizabeth Ann Warren",17.39
80275,"Texas",2024-03-07,5.5,"Kamala Harris",31.5
80275,"Texas",2024-03-07,5.5,"Joe Biden",31.55
80275,"Texas",2024-03-07,5.5,"Bernie Sanders",36.95
81844,"Michigan",2024-07-07,3.5,"Donald Trump",13.05
81844,"Michigan",2024-07-07,3.5,"Bernie Sanders",17.43
81844,"Michigan",2024-07-07,3.5,"Elizabeth Ann Warren",50.68
81844,"Michigan",2024-07-07,3.5,"Kamala Harris",18.83
77554,"Virginia",2024-01-07,5.5,"Donald Trump",25.82
77554,"Virginia",2024-01-07,5.5,"Elizabeth Ann Warren",1.34
77554,"Virginia",2024-01-07,5.5,"Bernie Sanders",23.79
77554,"Virginia",2024-01-07,5.5,"Joe Biden",27.38
77554,"Virginia",2024-01-07,5.5,"Kamala Harris",21.66
76675,"Pennsylvania",2021-04-07,4,"Elizabeth Ann Warren",15.56
76675,"Pennsylvania",2021-04-07,4,"Kamala Harris",25.49
76675,"Pennsylvania",2021-04-07,4,"Joe Biden",26.06
76675,"Pennsylvania",2021-04-07,4,"Donald Trump",32.89
80602,"Pennsylvania",2024-02-07,9.5,"Elizabeth Ann Warren",4.24
80602,"Pennsylvania",2024-02-07,9.5,"Joe Biden",34.36
80602,"Pennsylvania",2024-02-07,9.5,"Donald Trump",47.22
80602,"Pennsylvania",2024-02-07,9.5,"Kamala Harris",14.18
76909,"Oregon",2022-03-07,1.5,"Bernie Sanders",21.45
76909,"Oregon",2022-03-07,1.5,"Donald Trump",30.03
76909,"Oregon",2022-03-07,1.5,"Joe Biden",25.72
76909,"Oregon",2022-03-07,1.5,"Elizabeth Ann Warren",22.8
84354,"Arkansas",2022-05-07,6.5,"Elizabeth Ann Warren",9.37
84354,"Arkansas",2022-05-07,6.5,"Bernie Sanders",22.3
84354,"Arkansas",2022-05-07,6.5,"Joe Biden",35.91
84354,"Arkansas",2022-05-07,6.5,"Donald Trump",32.41
79709,"Missouri",2022-03-07,8,"Bernie Sanders",45.24
79709,"Missouri",2022-03-07,8,"Donald Trump",54.76
80460,"New Mexico",2021-04-07,9,"Kamala Harris",12.89
80460,"New Mexico",2021-04-07,9,"Bernie Sanders",41.02
80460,"New Mexico",2021-04-07,9,"Joe Biden",46.08
79909,"Hawaii",2024-05-07,5.5,"Donald Trump",6.63
79909,"Hawaii",2024-05-07,5.5,"Joe Biden",24.23
79909,"Hawaii",2024-05-07,5.5,"Kamala Harris",27.58
79909,"Hawaii",2024-05-07,5.5,"Elizabeth Ann Warren",15.65
79909,"Hawaii",2024-05-07,5.5,"Bernie Sanders",25.91
85505,"Wisconsin",2023-10-07,10,"Donald Trump",28.76
85505,"Wisconsin",2023-10-07,10,"Bernie Sanders",71.24
75922,"California",2024-08-07,2,"Bernie Sanders",44.19
75922,"California",2024-08-07,2,"Kamala Harris",55.81
80210,"Louisiana",2023-08-07,10,"Elizabeth Ann Warren",38.1
80210,"Louisiana",2023-08-07,10,"Kamala Harris",30.28
80210,"Louisiana",2023-08-07,10,"Bernie Sanders",31.63
83857,"Louisiana",2023-04-07,8,"Donald Trump",6.89
83857,"Louisiana",2023-04-07,8,"Joe Biden",15.02
83857,"Louisiana",2023-04-07,8,"Kamala Harris",78.08
88738,"Washington",2022-08-07,5.5,"Elizabeth Ann Warren",61.61
88738,"Washington",2022-08-07,5.5,"Kamala Harris",38.39
79487,"Maine",2023-08-07,0,"Joe Biden",16.52
79487,"Maine",2023-08-07,0,"Donald Trump",24.24
79487,"Maine",2023-08-07,0,"Bernie Sanders",23.04
79487,"Maine",2023-08-07,0,"Kamala Harris",36.21
79536,"West Virginia",2021-09-07,4.5,"Kamala Harris",27.83
79536,"West Virginia",2021-09-07,4.5,"Donald Trump",36.39
79536,"West Virginia",2021-09-07,4.5,"Joe Biden",35.78
82946,"Wisconsin",2022-06-07,5,"Bernie Sanders",84.06
82946,"Wisconsin",2022-06-07,5,"Kamala Harris",15.94
78407,"Kansas",2021-04-07,5,"Joe Biden",28.61
78407,"Kansas",2021-04-07,5,"Elizabeth Ann Warren",7.5
78407,"Kansas",2021-04-07,5,"Kamala Harris",27.81
78407,"Kansas",2021-04-07,5,"Bernie Sanders",36.08
75560,"Massachusetts",2021-08-07,7.5,"Donald Trump",2.99
75560,"Massachusetts",2021-08-07,7.5,"Joe Biden",0.31
75560,"Massachusetts",2021-08-07,7.5,"Bernie Sanders",40.24
75560,"Massachusetts",2021-08-07,7.5,"Elizabeth Ann Warren",29.6
75560,"Massachusetts",2021-08-07,7.5,"Kamala Harris",26.86
85879,"West Virginia",2024-02-07,10,"Bernie Sanders",39.65
85879,"West Virginia",2024-02-07,10,"Donald Trump",41.69
85879,"West Virginia",2024-02-07,10,"Kamala Harris",18.65
81762,"Montana",2023-11-07,9.5,"Kamala Harris",42.21
81762,"Montana",2023-11-07,9.5,"Elizabeth Ann Warren",57.79
79908,"Montana",2021-05-07,8,"Donald Trump",40.03
79908,"Montana",2021-05-07,8,"Bernie Sanders",59.97
85177,"Ohio",2024-01-07,9.5,"Elizabeth Ann Warren",42.65
85177,"Ohio",2024-01-07,9.5,"Kamala Harris",43.58
85177,"Ohio",2024-01-07,9.5,"Joe Biden",13.77
83701,"Nebraska",2024-06-07,7,"Elizabeth Ann Warren",31.79
83701,"Nebraska",2024-06-07,7,"Joe Biden",14.53
83701,"Nebraska",2024-06-07,7,"Donald Trump",8.85
83701,"Nebraska",2024-06-07,7,"Kamala Harris",44.84
84387,"Texas",2021-09-07,7,"Kamala Harris",24.72
84387,"Texas",2021-09-07,7,"Elizabeth Ann Warren",5.38
84387,"Texas",2021-09-07,7,"Joe Biden",24.68
84387,"Texas",2021-09-07,7,"Bernie Sanders",45.22
75246,"North Carolina",2021-04-07,8,"Bernie Sanders",10.1
75246,"North Carolina",2021-04-07,8,"Joe Biden",42.06
75246,"North Carolina",2021-04-07,8,"Donald Trump",47.83
74842,"Washington",2022-01-07,8.5,"Joe Biden",54.71
74842,"Washington",2022-01-07,8.5,"Elizabeth Ann Warren",45.29
77020,"Maine",2021-07-07,7.5,"Bernie Sanders",7.78
77020,"Maine",2021-07-07,7.5,"Kamala Harris",33.27
77020,"Maine",2021-07-07,7.5,"Joe Biden",58.94
83400,"Maryland",2024-04-07,4,"Kamala Harris",30.25
83400,"Maryland",2024-04-07,4,"Donald Trump",27.44
83400,"Maryland",2024-04-07,4,"Joe Biden",1.16
83400,"Maryland",2024-04-07,4,"Bernie Sanders",2.17
83400,"Maryland",2024-04-07,4,"Elizabeth Ann Warren",38.98
86812,"Rhode Island",2024-10-07,4,"Bernie Sanders",60.3
86812,"Rhode Island",2024-10-07,4,"Joe Biden",39.7
77214,"Colorado",2021-05-07,4.5,"Bernie Sanders",39.62
77214,"Colorado",2021-05-07,4.5,"Kamala Harris",15.5
77214,"Colorado",2021-05-07,4.5,"Joe Biden",4.43
77214,"Colorado",2021-05-07,4.5,"Donald Trump",40.45
77056,"North Dakota",2024-05-07,4.5,"Donald Trump",32.91
77056,"North Dakota",2024-05-07,4.5,"Elizabeth Ann Warren",16.09
77056,"North Dakota",2024-05-07,4.5,"Bernie Sanders",19.93
77056,"North Dakota",2024-05-07,4.5,"Kamala Harris",31.06
81636,"North Carolina",2021-06-07,5,"Joe Biden",6.57
81636,"North Carolina",2021-06-07,5,"Bernie Sanders",42.39
81636,"North Carolina",2021-06-07,5,"Donald Trump",20.37
81636,"North Carolina",2021-06-07,5,"Kamala Harris",30.67
88931,"South Carolina",2023-11-07,6,"Bernie Sanders",56.01
88931,"South Carolina",2023-11-07,6,"Donald Trump",9.9
88931,"South Carolina",2023-11-07,6,"Elizabeth Ann Warren",25.09
88931,"South Carolina",2023-11-07,6,"Joe Biden",9
74840,"New Hampshire",2022-09-07,1.5,"Joe Biden",41.42
74840,"New Hampshire",2022-09-07,1.5,"Kamala Harris",25.44
74840,"New Hampshire",2022-09-07,1.5,"Donald Trump",3.04
74840,"New Hampshire",2022-09-07,1.5,"Elizabeth Ann Warren",15.1
74840,"New Hampshire",2022-09-07,1.5,"Bernie Sanders",15
77264,"Wisconsin",2022-06-07,8,"Elizabeth Ann Warren",11.54
77264,"Wisconsin",2022-06-07,8,"Donald Trump",29.65
77264,"Wisconsin",2022-06-07,8,"Kamala Harris",7.61
77264,"Wisconsin",2022-06-07,8,"Joe Biden",29.31
77264,"Wisconsin",2022-06-07,8,"Bernie Sanders",21.89
77503,"Georgia",2022-09-07,8,"Donald Trump",47.89
77503,"Georgia",2022-09-07,8,"Kamala Harris",39.82
77503,"Georgia",2022-09-07,8,"Bernie Sanders",12.29
82341,"Oklahoma",2023-05-07,0,"Elizabeth Ann Warren",6.44
82341,"Oklahoma",2023-05-07,0,"Bernie Sanders",31.6
82341,"Oklahoma",2023-05-07,0,"Joe Biden",32.3
82341,"Oklahoma",2023-05-07,0,"Donald Trump",20.59
82341,"Oklahoma",2023-05-07,0,"Kamala Harris",9.07
84739,"North Carolina",2021-09-07,3,"Kamala Harris",39.18
84739,"North Carolina",2021-09-07,3,"Donald Trump",8.28
84739,"North Carolina",2021-09-07,3,"Elizabeth Ann Warren",52.54
82781,"Pennsylvania",2022-07-07,9.5,"Elizabeth Ann Warren",12.15
82781,"Pennsylvania",2022-07-07,9.5,"Donald Trump",87.85
79141,"Colorado",2024-07-07,9,"Donald Trump",40.61
79141,"Colorado",2024-07-07,9,"Bernie Sanders",16.01
79141,"Colorado",2024-07-07,9,"Joe Biden",43.38
80261,"South Dakota",2024-02-07,9,"Bernie Sanders",26.35
80261,"South Dakota",2024-02-07,9,"Kamala Harris",29.72
80261,"South Dakota",2024-02-07,9,"Joe Biden",19.91
80261,"South Dakota",2024-02-07,9,"Donald Trump",24.02
80737,"Wyoming",2024-04-07,2.5,"Elizabeth Ann Warren",50.97
80737,"Wyoming",2024-04-07,2.5,"Bernie Sanders",0.52
80737,"Wyoming",2024-04-07,2.5,"Joe Biden",48.51
80910,"Maine",2021-04-07,0,"Elizabeth Ann Warren",15.85
80910,"Maine",2021-04-07,0,"Kamala Harris",29.29
80910,"Maine",2021-04-07,0,"Joe Biden",37.22
80910,"Maine",2021-04-07,0,"Donald Trump",17.65
75016,"Kansas",2021-04-07,1.5,"Kamala Harris",22.68
75016,"Kansas",2021-04-07,1.5,"Joe Biden",77.32
85842,"Kansas",2022-11-07,4,"Bernie Sanders",56.55
85842,"Kansas",2022-11-07,4,"Kamala Harris",43.45
86752,"Minnesota",2023-06-07,2,"Joe Biden",54.18
86752,"Minnesota",2023-06-07,2,"Elizabeth Ann Warren",9.68
86752,"Minnesota",2023-06-07,2,"Bernie Sanders",36.14
80271,"Tennessee",2021-04-07,5.5,"Bernie Sanders",25.65
80271,"Tennessee",2021-04-07,5.5,"Joe Biden",44.94
80271,"Tennessee",2021-04-07,5.5,"Elizabeth Ann Warren",5.7
80271,"Tennessee",2021-04-07,5.5,"Kamala Harris",8.19
80271,"Tennessee",2021-04-07,5.5,"Donald Trump",15.51
77594,"Arkansas",2022-01-07,5.5,"Elizabeth Ann Warren",19.01
77594,"Arkansas",2022-01-07,5.5,"Joe Biden",24.94
77594,"Arkansas",2022-01-07,5.5,"Donald Trump",56.05
85546,"Vermont",2023-01-07,3.5,"Elizabeth Ann Warren",27.36
85546,"Vermont",2023-01-07,3.5,"Joe Biden",9.29
85546,"Vermont",2023-01-07,3.5,"Kamala Harris",23.77
85546,"Vermont",2023-01-07,3.5,"Bernie Sanders",23.16
85546,"Vermont",2023-01-07,3.5,"Donald Trump",16.41
78223,"Maine",2023-05-07,10,"Kamala Harris",5.1
78223,"Maine",2023-05-07,10,"Bernie Sanders",38.83
78223,"Maine",2023-05-07,10,"Elizabeth Ann Warren",56.07
80425,"Ohio",2024-09-07,3,"Elizabeth Ann Warren",38.24
80425,"Ohio",2024-09-07,3,"Kamala Harris",28.39
80425,"Ohio",2024-09-07,3,"Donald Trump",33.37
75052,"Colorado",2022-11-07,7.5,"Kamala Harris",3.43
75052,"Colorado",2022-11-07,7.5,"Bernie Sanders",48.22
75052,"Colorado",2022-11-07,7.5,"Elizabeth Ann Warren",15.65
75052,"Colorado",2022-11-07,7.5,"Joe Biden",21.18
75052,"Colorado",2022-11-07,7.5,"Donald Trump",11.51
75350,"Arizona",2022-09-07,7.5,"Elizabeth Ann Warren",27.11
75350,"Arizona",2022-09-07,7.5,"Joe Biden",12.38
75350,"Arizona",2022-09-07,7.5,"Kamala Harris",6.8
75350,"Arizona",2022-09-07,7.5,"Bernie Sanders",28.93
75350,"Arizona",2022-09-07,7.5,"Donald Trump",24.78
83747,"Illinois",2023-07-07,3,"Joe Biden",33.5
83747,"Illinois",2023-07-07,3,"Elizabeth Ann Warren",60.37
83747,"Illinois",2023-07-07,3,"Bernie Sanders",5.74
83747,"Illinois",2023-07-07,3,"Kamala Harris",0.39
84534,"Wisconsin",2022-06-07,1.5,"Kamala Harris",37.49
84534,"Wisconsin",2022-06-07,1.5,"Donald Trump",22.97
84534,"Wisconsin",2022-06-07,1.5,"Bernie Sanders",39.54
77541,"Alabama",2021-05-07,5.5,"Donald Trump",56.25
77541,"Alabama",2021-05-07,5.5,"Joe Biden",5.75
77541,"Alabama",2021-05-07,5.5,"Bernie Sanders",19.89
77541,"Alabama",2021-05-07,5.5,"Elizabeth Ann Warren",18.12
77504,"Ohio",2022-07-07,2,"Bernie Sanders",65.39
77504,"Ohio",2022-07-07,2,"Donald Trump",34.61
86191,"Illinois",2023-06-07,2,"Kamala Harris",27.43
86191,"Illinois",2023-06-07,2,"Elizabeth Ann Warren",62.87
86191,"Illinois",2023-06-07,2,"Donald Trump",9.7
79628,"Alabama",2024-08-07,7.5,"Kamala Harris",31.98
79628,"Alabama",2024-08-07,7.5,"Joe Biden",17.91
79628,"Alabama",2024-08-07,7.5,"Elizabeth Ann Warren",22.26
79628,"Alabama",2024-08-07,7.5,"Donald Trump",27.85
76870,"South Carolina",2024-07-07,9,"Kamala Harris",0.37
76870,"South Carolina",2024-07-07,9,"Bernie Sanders",41.88
76870,"South Carolina",2024-07-07,9,"Elizabeth Ann Warren",57.74
88646,"Wyoming",2023-02-07,8.5,"Kamala Harris",32.33
88646,"Wyoming",2023-02-07,8.5,"Elizabeth Ann Warren",40.53
88646,"Wyoming",2023-02-07,8.5,"Donald Trump",21.05
88646,"Wyoming",2023-02-07,8.5,"Joe Biden",6.09
86997,"South Carolina",2022-04-07,0,"Elizabeth Ann Warren",11.05
86997,"South Carolina",2022-04-07,0,"Kamala Harris",30.28
86997,"South Carolina",2022-04-07,0,"Bernie Sanders",8.04
86997,"South Carolina",2022-04-07,0,"Donald Trump",32.96
86997,"South Carolina",2022-04-07,0,"Joe Biden",17.68
82711,"Kentucky",2023-02-07,7,"Bernie Sanders",40.51
82711,"Kentucky",2023-02-07,7,"Elizabeth Ann Warren",31.6
82711,"Kentucky",2023-02-07,7,"Donald Trump",19.92
82711,"Kentucky",2023-02-07,7,"Kamala Harris",7.96
77967,"Idaho",2022-09-07,8,"Kamala Harris",23.2
77967,"Idaho",2022-09-07,8,"Donald Trump",24.81
77967,"Idaho",2022-09-07,8,"Bernie Sanders",16.79
77967,"Idaho",2022-09-07,8,"Joe Biden",35.19
84494,"Alaska",2023-07-07,4,"Joe Biden",20.38
84494,"Alaska",2023-07-07,4,"Bernie Sanders",30.55
84494,"Alaska",2023-07-07,4,"Donald Trump",21.64
84494,"Alaska",2023-07-07,4,"Kamala Harris",24.47
84494,"Alaska",2023-07-07,4,"Elizabeth Ann Warren",2.97
80141,"Missouri",2021-08-07,7.5,"Elizabeth Ann Warren",31.73
80141,"Missouri",2021-08-07,7.5,"Donald Trump",22.04
80141,"Missouri",2021-08-07,7.5,"Bernie Sanders",24.21
80141,"Missouri",2021-08-07,7.5,"Kamala Harris",19.25
80141,"Missouri",2021-08-07,7.5,"Joe Biden",2.76
82502,"Rhode Island",2023-01-07,4,"Bernie Sanders",47.49
82502,"Rhode Island",2023-01-07,4,"Joe Biden",13.57
82502,"Rhode Island",2023-01-07,4,"Kamala Harris",38.94
82072,"Alaska",2023-01-07,1.5,"Bernie Sanders",75.59
82072,"Alaska",2023-01-07,1.5,"Kamala Harris",24.41
83880,"Rhode Island",2022-03-07,0.5,"Kamala Harris",29.52
83880,"Rhode Island",2022-03-07,0.5,"Elizabeth Ann Warren",45.11
83880,"Rhode Island",2022-03-07,0.5,"Joe Biden",16.51
83880,"Rhode Island",2022-03-07,0.5,"Donald Trump",8.86
89016,"Alabama",2024-01-07,7.5,"Elizabeth Ann Warren",33.66
89016,"Alabama",2024-01-07,7.5,"Joe Biden",2.8
89016,"Alabama",2024-01-07,7.5,"Donald Trump",24.4
89016,"Alabama",2024-01-07,7.5,"Kamala Harris",39.14
86208,"South Dakota",2024-10-07,8.5,"Elizabeth Ann Warren",49.15
86208,"South Dakota",2024-10-07,8.5,"Donald Trump",26.63
86208,"South Dakota",2024-10-07,8.5,"Joe Biden",24.22
89076,"Virginia",2021-09-07,3,"Bernie Sanders",21.59
89076,"Virginia",2021-09-07,3,"Donald Trump",78.41
75296,"New Mexico",2022-12-07,0.5,"Kamala Harris",42.21
75296,"New Mexico",2022-12-07,0.5,"Bernie Sanders",31.67
75296,"New Mexico",2022-12-07,0.5,"Donald Trump",26.12
78749,"Maryland",2022-01-07,9.5,"Elizabeth Ann Warren",41.44
78749,"Maryland",2022-01-07,9.5,"Kamala Harris",7.38
78749,"Maryland",2022-01-07,9.5,"Joe Biden",51.18
75201,"Missouri",2021-04-07,9,"Donald Trump",25.8
75201,"Missouri",2021-04-07,9,"Elizabeth Ann Warren",24.36
75201,"Missouri",2021-04-07,9,"Bernie Sanders",18.57
75201,"Missouri",2021-04-07,9,"Joe Biden",7.51
75201,"Missouri",2021-04-07,9,"Kamala Harris",23.76
77275,"Mississippi",2021-10-07,4,"Elizabeth Ann Warren",0.4
77275,"Mississippi",2021-10-07,4,"Kamala Harris",99.6
76303,"Rhode Island",2022-02-07,1,"Bernie Sanders",11.27
76303,"Rhode Island",2022-02-07,1,"Donald Trump",25.4
76303,"Rhode Island",2022-02-07,1,"Kamala Harris",17.84
76303,"Rhode Island",2022-02-07,1,"Elizabeth Ann Warren",25.53
76303,"Rhode Island",2022-02-07,1,"Joe Biden",19.97
81955,"Virginia",2023-12-07,0,"Elizabeth Ann Warren",26.35
81955,"Virginia",2023-12-07,0,"Kamala Harris",18.55
81955,"Virginia",2023-12-07,0,"Joe Biden",18.48
81955,"Virginia",2023-12-07,0,"Donald Trump",8.69
81955,"Virginia",2023-12-07,0,"Bernie Sanders",27.94
87369,"Alaska",2024-04-07,2,"Elizabeth Ann Warren",26.04
87369,"Alaska",2024-04-07,2,"Kamala Harris",18.75
87369,"Alaska",2024-04-07,2,"Joe Biden",17.01
87369,"Alaska",2024-04-07,2,"Bernie Sanders",22.19
87369,"Alaska",2024-04-07,2,"Donald Trump",16.01
79090,"Wyoming",2022-10-07,0,"Donald Trump",19.3
79090,"Wyoming",2022-10-07,0,"Elizabeth Ann Warren",80.7
77111,"Maryland",2023-12-07,2,"Donald Trump",15.62
77111,"Maryland",2023-12-07,2,"Bernie Sanders",30.34
77111,"Maryland",2023-12-07,2,"Kamala Harris",36.42
77111,"Maryland",2023-12-07,2,"Joe Biden",17.63
82508,"Kansas",2024-03-07,6,"Elizabeth Ann Warren",4.72
82508,"Kansas",2024-03-07,6,"Joe Biden",63.04
82508,"Kansas",2024-03-07,6,"Kamala Harris",32.24
85810,"Oregon",2022-10-07,4.5,"Bernie Sanders",34.42
85810,"Oregon",2022-10-07,4.5,"Elizabeth Ann Warren",41.51
85810,"Oregon",2022-10-07,4.5,"Joe Biden",8.88
85810,"Oregon",2022-10-07,4.5,"Donald Trump",15.19
83442,"Maryland",2023-03-07,2.5,"Joe Biden",26.87
83442,"Maryland",2023-03-07,2.5,"Kamala Harris",73.13
81011,"Vermont",2021-08-07,10,"Kamala Harris",51.59
81011,"Vermont",2021-08-07,10,"Bernie Sanders",40.68
81011,"Vermont",2021-08-07,10,"Joe Biden",7.73
86690,"South Dakota",2023-05-07,3,"Joe Biden",52.47
86690,"South Dakota",2023-05-07,3,"Donald Trump",44.77
86690,"South Dakota",2023-05-07,3,"Elizabeth Ann Warren",2.75
79589,"Idaho",2023-07-07,9.5,"Kamala Harris",36.98
79589,"Idaho",2023-07-07,9.5,"Joe Biden",25.27
79589,"Idaho",2023-07-07,9.5,"Bernie Sanders",0.36
79589,"Idaho",2023-07-07,9.5,"Elizabeth Ann Warren",37.39
76721,"New Hampshire",2023-04-07,0.5,"Bernie Sanders",14.74
76721,"New Hampshire",2023-04-07,0.5,"Donald Trump",70.41
76721,"New Hampshire",2023-04-07,0.5,"Joe Biden",14.85
75321,"Vermont",2024-07-07,7.5,"Elizabeth Ann Warren",15.03
75321,"Vermont",2024-07-07,7.5,"Bernie Sanders",84.97
81931,"Virginia",2023-03-07,3,"Kamala Harris",40.42
81931,"Virginia",2023-03-07,3,"Donald Trump",59.58
80311,"Michigan",2024-03-07,5.5,"Kamala Harris",15.04
80311,"Michigan",2024-03-07,5.5,"Joe Biden",84.96
76978,"California",2023-04-07,10,"Donald Trump",12.71
76978,"California",2023-04-07,10,"Joe Biden",16.15
76978,"California",2023-04-07,10,"Kamala Harris",20.4
76978,"California",2023-04-07,10,"Bernie Sanders",21.65
76978,"California",2023-04-07,10,"Elizabeth Ann Warren",29.09
86978,"Alabama",2021-10-07,5.5,"Elizabeth Ann Warren",13.84
86978,"Alabama",2021-10-07,5.5,"Joe Biden",12.44
86978,"Alabama",2021-10-07,5.5,"Kamala Harris",40.47
86978,"Alabama",2021-10-07,5.5,"Bernie Sanders",33.25
81543,"Ohio",2021-08-07,1,"Joe Biden",30.14
81543,"Ohio",2021-08-07,1,"Donald Trump",24.33
81543,"Ohio",2021-08-07,1,"Bernie Sanders",20.63
81543,"Ohio",2021-08-07,1,"Elizabeth Ann Warren",9.87
81543,"Ohio",2021-08-07,1,"Kamala Harris",15.03
80547,"Florida",2023-07-07,5,"Kamala Harris",66.32
80547,"Florida",2023-07-07,5,"Joe Biden",33.68
86816,"Nevada",2021-06-07,1.5,"Kamala Harris",26.85
86816,"Nevada",2021-06-07,1.5,"Bernie Sanders",30.01
